no,date,username,tweet
976,Sun Mar 10 14:46:17 +0000 2019,awalkyo,RT @Fahrihamzah: Banyak orang melihat manusia dari penampilannya...cengar cengir dibilang santun...berakhlak mulia...sementara yg tegas dan…
977,Sun Mar 10 14:46:18 +0000 2019,dene_mas,"Aduh gimana ndk di katakan propokator Masak sekelas habib tingkhnya kayak gini kalo dlm ghadapi masalh, coba kita b… https://t.co/cadYJieZfF"
978,Sun Mar 10 14:46:18 +0000 2019,AbbieHazz,"@prabowo @wi_orangbiasa Waduh..
Pilih kasih Jenderal...saya belum di Follback.."
979,Sun Mar 10 14:46:18 +0000 2019,PAS086,RT @shabahate: @DoraemonLTE_PhP @Bellysetiawan92 @nanosu35 @Suparno08052468 @Vife70664464 @senapati_New @SusandraWardan1 @N0essChe @between…
980,Sun Mar 10 14:46:18 +0000 2019,empeysurapey,"RT @helmifelis: Jokowi minta pendukungnya tidak takut melawan Hoax.

Woy pendukung Prabowo, jangan takut melawan janji-janji yang menipu ra…"
981,Sun Mar 10 14:46:19 +0000 2019,AddeYanatha,@laskar_minang @prabowo Inshaallah besok akan saya follback ketika saya dapat bini baru kang...??
982,Sun Mar 10 14:46:19 +0000 2019,rusfansyah76,"RT @Valhalla_Asgard: Temui Pendiri Rumah Zakat, Sandiaga: Kang Abu Syauqi Guru Saya 

#RakyatPilihPrabowoDanSandi

Saatnya Indonesia Adil d…"
983,Sun Mar 10 14:46:20 +0000 2019,cybermoeslem,"Ahad Besok, 6000 Relawan Prabowo-Sandi Siap Guncang Banten https://t.co/0eXrrx7q7x #2019gantipresiden menuju… https://t.co/FvlASQWmVu"
984,Sun Mar 10 14:46:21 +0000 2019,dwi_rendita,"Jika sudah terbongar seperti ini, seperti biasa pihak Prabowo-Sandi langsung berkelit. Yeuh berkelit mulu deh Bamba… https://t.co/ezj7gDTSLW"
985,Sun Mar 10 14:46:23 +0000 2019,asepapit,"RT @AntoniRaja: Ajarkan kpd publik bahwa bila Prabowo menang maka akan diisi oleh org yg tipikal Rizieq, tentu akan buat kekhawatiran bagi…"
986,Sun Mar 10 14:46:23 +0000 2019,AbuNazwaAlifa1,"RT @JamanSulit: Alhamdulillah, Aa Gym Kedatangan Sahabat Lama Pak @prabowo Subianto Di Darut Tahid Bandung. https://t.co/s0NHvj647S"
987,Sun Mar 10 14:46:23 +0000 2019,SyifaZNisa,RT @PEPESOfficial: Ini PEPES Ngawi sedang #PEPESKEPUNG ke petani.. Alhamdulillah bpk2 petani dgn semangat mendukung @prabowo @sandiuno untu…
988,Sun Mar 10 14:46:24 +0000 2019,ARyuzaki1990,"RT @JamanSulit: Alhamdulillah, Aa Gym Kedatangan Sahabat Lama Pak @prabowo Subianto Di Darut Tahid Bandung. https://t.co/s0NHvj647S"
989,Sun Mar 10 14:46:25 +0000 2019,NdesoParjo,"RT @BangPino_: Mesra dan begitu hangatnya pak Prabowo dan Aa gym.

Tanpa settingan, tanpa paksaan, tanpa teks mengalir saja pembicaraan bel…"
990,Sun Mar 10 14:46:25 +0000 2019,angkusanang,"RT @YanHarahap: Dari Germany untuk @Prabowo @sandiuno 

#2019GantiPresiden https://t.co/fLD63qzS8f"
991,Sun Mar 10 14:46:26 +0000 2019,vidia75,"RT @03_Nakula: Moga tidak ada korban jiwa..
Sumenep lumbung suara prabowo..
NTB lumbung suara prabowo..
Banten lumbung suara prabowo..
Palu…"
992,Sun Mar 10 14:46:26 +0000 2019,tsy_nsh,RT @Fahrihamzah: Banyak orang melihat manusia dari penampilannya...cengar cengir dibilang santun...berakhlak mulia...sementara yg tegas dan…
993,Sun Mar 10 14:46:27 +0000 2019,Vife70664464,@usagitsukinei @Ade50881914 @doc_tetty88 @Bellysetiawan92 @betweenstars___ @fariomeda @jambreakers @SusandraWardan1… https://t.co/cuOEF3wI19
994,Sun Mar 10 14:46:27 +0000 2019,s_mulyatie,"RT @RelawanProSandi: Rezim luarbiasa!
Bermusik aja dilarang

Kalian ini makhluk apa sih?

#RakyatPilihPrabowoDanSandi @prabowo @sandiuno

B…"
995,Sun Mar 10 14:46:27 +0000 2019,ridhalmuh,"RT @AnnaSuezann: Data dari GOOGLE TRENDS selama Februari 2019:

Prabowo-Sandi = 78.24 %
Jokowi-Ma'aruf = 21.76 %

Ya Allah..!! Semoga harap…"
996,Sun Mar 10 14:46:28 +0000 2019,DartoSutiyo,"@masbudi111 Ya gak mungkin bisa, siapa Prabowo, kalo tuhan bri puji @prabowo mahir"
997,Sun Mar 10 14:46:28 +0000 2019,badrobotchkdsk,"RT @fadlizon: Insya Allah @prabowo @sandiuno menang, n @Gerindra menang. https://t.co/ZlvWPA076D"
998,Sun Mar 10 14:46:29 +0000 2019,ssumarto2,RT @wijaya_ento: @Summ3rMist @prabowo @sandiuno Innalilahi Wainnalilahi Rojiun #RakyatPilihPrabowoDanSandi @prabowo @sandiuno
999,Sun Mar 10 14:46:30 +0000 2019,shabahate,@usagitsukinei @DoraemonLTE_PhP @Bellysetiawan92 @nanosu35 @Suparno08052468 @Vife70664464 @senapati_New… https://t.co/TIPUmW9pR5
1000,Sun Mar 10 14:46:30 +0000 2019,AAnbrok,RT @Lustrilanang: Roemah Djoeang Prabowo-Sandi (RDPS) siapkan 200 ribu kaos untuk peserta jalan sehat serentak tgl 7 April 2019. Ayo segera…
